ZoneName,adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyId,companyName,floor,garages,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,zoneID
Noroccidente,,,"cerca supermercados, cerca transporte publico","zona de lavanderia, tipo de casa tradicional, tipo de comedor sala comedor",,117.7,2,Entre 5 y 10 años,venta,3,Medellin,"Si quieres vivir en un lugar tranquilo, cerca de comercio y servicios y dentro de la ciudad le ofrezco esta casa, ya que cuenta con una ubicacion privilegiada por su centralidad y cantidad de comercio a sus alrededores, sin dejar de lado que se encuentra ubicada a menos de dos cuadras de la estacion del Metro de Santa Lucia. Este conjunto contribuye para hacer mas amena su estadia. Cuenta con espacios muy agradables y excelente distribucion, ya que contiene amplia sala, comedor, bano social, cu",Santa Lucia,3640,ALBERTO ALVAREZ,,0,6.2556195,-75.605835,SANTA LUCIA,,,4673-34830,Casa,Usado,,0,4,289000000,Noroccidente,3,35
Noroccidente,0,,,"estudio o biblioteca, zona de lavanderia, instalacion de gas natural, calentador gas, tipo de casa tradicional, tipo de comedor comedor independiente, tipo acabado de piso otro, tipo de piso en alcobas otro",,208,3,Entre 10 y 20 años,venta,3,Medellin,"Dos niveles, sala, comedor, cuatro alcobas, tres banos, alcoba del servicio con bano, cocina integral, balcon amplio, salon biblioteca, garaje, patio atras en vitrificado de cincuenta y dos metros cuadrados",Santa Monica,3497,URIVENTAS S.A.S,,1,6.246867,-75.6124,SANTA MONICA,,,4855-11087,Casa,Usado,0,0,4,650000000,Noroccidente,4,35
Suroriente,900000,zonas verdes,"jardin, conjunto cerrado, vigilancia 24hrs","comedor auxiliar, cuarto de servicio, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,240,5,Más de 20 años,venta,3,Medellin,"Vendo casa en el poblado Medellin al lado del colegio marymount,   cerca a la unicersidad el Ces, al centro comercial el tesoro, el mall del este y el nuevo mall amsterdam.  Casa en unidad cerrada solo tiene 2 niveles area construida de 240 mt, zonas verdes internas y terraza 100Mt2,   3 comodas alcobas, alcoba de servicio, biblioteca, lobby de entrada, garaje cubierto para 2 vehiculos.    unidad cerrada con porteria 24 horas,   zonas verdes y parqueadero de visitantes.",El Poblado,5447,RESPUESTA INMOBILIARIA,,2,6.2030163,-75.5572,EL TESORO,,,11714-3405606,Casa,Usado,,0,3,900000000,Suroriente,6,38
Suroriente,,,"cerca centros comerciales, cerca colegios / universidades, cerca transporte publico, sobre via secundaria","estudio o biblioteca, tipo de casa tradicional, tipo de parqueadero independiente, tipo acabado de piso otro, tipo de piso en alcobas otro",,200,3,Entre 10 y 20 años,venta,3,Medellin,"Casa comercial en venta, sector la Aguacatala, cerca de la estacion del metro industriales, con excelentes rutas de acceso y de transporte publico, la casa cuenta con un lote de cuatrocientos Mdos y un area construida de doscientos Mdos, tiene cinco salones para oficinas, recepcion, banos, cocineta, amplios parqueaderos, facilidad para cargue y descargue de mercancia.",Aguacatala,5198,ARRENDAMIENTOS LONDONO GOMEZ SA,,0,6.192083,-75.58073,SANTA MARIA DE LOS ANGELES,,,11167-3515,Casa,Usado,,0,4,2100000000,Suroriente,7,38
Suroccidente,1551000,zonas verdes,"circuito cerrado de tv, jardin, vista panoramica, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","calefaccion, comedor auxiliar, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",sobre via principal,376,4,Más de 20 años,venta,3,Medellin,"Casa en venta frente a Mall del Este, excelente ubicación, 2 niveles, lote con zona verde y jardín, 376 m2, 3 alcobas, alcoba de servicio, biblioteca, urbaizacion de lujo, area tranquila cerca al centros comercial el tesoro.",CRISTO REY,5447,RESPUESTA INMOBILIARIA,,2,6.2079115,-75.5843,CRISTO REY,,,11714-1436089,Casa,Usado,,0,3,1780000000,Suroccidente,3,37
Otros,,zonas verdes,"circuito cerrado de tv, jardin, vista panoramica, conjunto cerrado, vigilancia 24hrs","calefaccion, comedor auxiliar, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,0,5,Entre 10 y 20 años,venta,3,Medellin,"VENTA DE HERMOSA CASA EN EL POBLADO, SECTOR TRANSVERSAL SUPERIOR, CERCA AL CES    Casa en urbanización cerrada de dos niveles.  Área Lote 1.332 mtrs2  Área construida 523 mtrs2  Cuenta con 3 habitaciones + habitación de servicio, cada una con baño y  habitación principal con baño y vestier muy amplio. 6 baños, cocina integral cerrada, 2 salones  y comedor independientes, acabados de lujo, tiene un bar,    Hermoso jardin en la parte de atras de la casa, con zona verde y espacio",Poblado,5375,KUARA GROUP SAS,,3,6.2112775,-75.55338,ALTOS DEL POBLADO,,,11531-1591399,Casa,Usado,,0,3,2950000000,Otros,null,102
Suroriente,,"zona para ninos, zonas verdes","circuito cerrado de tv, vista panoramica, conjunto cerrado, terraza/balcon balcon","calefaccion, cuarto de servicio, parqueadero cubierto, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso marmol, tipo de piso en alcobas otro",,260,4,Entre 10 y 20 años,venta,3,Medellin,"28gp81981 Vendo Casa unifamiliar en el Poblado  las Santas, área 260 mt2, piso en mármol, parqueadero doble paralelo, estrato 6. Primer nivel Alcoba de servicio con baño, 1 baño social, sala y comedor independiente, cocina integral con red de gas, calentador de acumulación, jardín, zona de ropas independiente. Segundo nivel 4 alcobas cada una con closet, una de ellas con baño privado, la principal con baño, vestier y aire acondicionado, 1 baño social, estudio. Unidad de casas con portería las 24 horas, juegos infantiles, zonas verdes y parqueadero de visitantes.",EL TESORO,4692,ARRENDAMIENTOS GIRALDO POSADA,,2,6.204043,-75.55802,EL TESORO,,,849-2881981,Casa,Usado,,0,4,950000000,Suroriente,6,38
Suroriente,1000000,,,tipo de casa tradicional,,1620,5,Más de 20 años,venta,3,Medellin,"Vendo amplia e iluminada casa en el exclusivo sector del campestre,remodelada hace  años,en el primer nivel encontramos la cocina independiente con zona de ropas y alcoba de servicio,en la zona social vemos un gran salon conel comedor y lasala con chimenea,en un espacio con doble altura y grandes ventanales que permiten mucha luz y linda vista al jardin,pasamos a una espaciosaterraza ideal para un comedor o salaauxiliar,que conecta a la habitación principal,con baño y vestier. Por las escalas en forma de caracol,subimos al segundo nivel en donde hay una biblioteca o sala de estar y las otras dos habitaciones cada una con manzarda,baño y closet . En el sótano encontramos un área con habitación y baño,con entrada independiente de la casa,con posibilidad de adaptarlo como un pequeño apartamento con grandes ventanales,mucho espacio para la zona socialy de recreacion,terrazacon piscina y bbq en medio de un amplio jardín.",El Poblado,5440,CENTURY 21 RADIAL,,3,6.1865416,-75.56938,El Poblado,,,11704-98613,Casa,Usado,0,0,3,1900000000,Suroriente,6,38
Suroriente,810000,"zona para ninos, zonas verdes","area lote 750 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","chimenea, citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 1, calentador gas, tipo de casa tradicional, tipo de cocina otra, tipo de comedor comedor independiente, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso marmol, vista exterior",,680,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada sector ínter con fácil acceso al hotel intercontinental . Piso en marmol y porcelanato,hall acceso ,puerta de seguridad, chimenea, sala comedor independientes ,3 habitaciones mas de servicio con baño en cada una ,cocina integral , parquederos independientes cubiertos ,cuartos util ,parque infantil ,zonas verdes , portería 24 hora, citofonia, circuito de tv cerrado. Con fácil acceso a rutas de transporte  ",El Poblado,2669,PROINTEGRAL SA,,4,6.2096086,-75.55798,LAS LOMAS No.2,,,687-M2696744,Casa,Usado,9000000,9000000,3,2500000000,Suroriente,6,38
Suroriente,700000,"cancha(s) de basket, cancha(s) de futbol, gimnasio, salon comunal, zona para ninos, zonas verdes","area lote 156 m2, area terraza/balcon 30 m2, circuito cerrado de tv, jardin, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 1, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor sala comedor, deposito 1, tipo de estufa gas, tipo de parqueadero comunal, tipo acabado de piso porcelanato, tipo de piso en alcobas ceramica, vista exterior",,156,3,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector los gonzales, facil acceso desde la av el poblado. Cercano a servicios complementarios de santa fe y milla de oro. Cuenta con piso en porcelanato y ceramica, dos niveles, puerta de seguridad, sala comedor, estar de tv. 3 alcobas con baño en la principal, cocina integral, terraza semi cubierta; parqueaderos paralelos cubiertos. Piscina, gym, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas y circuito cerrado de tv. Ver más inmuebles similares en www prointegral com

",EL POBLADO,2669,PROINTEGRAL SA,,2,6.198304,-75.571465,LOS BALSOS No.2,,,687-M2447722,Casa,Usado,0,0,3,680000000,Suroriente,6,38
Nororiente,230000,"zona para ninos, zonas verdes","circuito cerrado de tv, piscina, conjunto cerrado, numero de ascensores 0, vigilancia 24hrs","citofonos, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 1, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, vista exterior",,112,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada ubicado sobre la parte alta de la loma del indio, con fácil acceso desde vía principal, rutas de transporte publico, entorno muy tranquilo con áreas verdes. Piso en cerámica, tres niveles, hall de acceso, sala comedor,estudio, 4 alcobas con baño en la principal, cocina integral y terraza, parqueadero cubierto. Unidad con piscina, gym, parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.",EL POBLADO,2669,PROINTEGRAL SA,,1,6.224636,-75.561295,ASOMADERA No.1,,,687-M2656451,Casa,Usado,0,0,4,395000000,Nororiente,5,36
Suroriente,515000,"salon comunal, zona para ninos, zonas verdes","piscina, vista panoramica, conjunto cerrado, terraza/balcon terraza","cuarto de servicio, estudio o biblioteca, parqueadero cubierto, zona de lavanderia, tipo de casa tradicional, tipo de comedor sala comedor, tipo de estufa electrica","cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico",260,3,Entre 5 y 10 años,venta,3,Medellin,"Casa para la venta de tres niveles. El primer nivel tiene sala, comedor, bano social, cocina, zona de ropas, cuarto del servicio con bano y un area social, sala exterior con chimenea y un espacio para comedor exterior yo equipos de gimnasio y patio. Segundo nivel con dos habitaciones, una de ellas con balcon y closet y la otra con vestier y bano con ducha. En el mismo nivel hay un bano adicional con ducha y una biblioteca con balcon. Tercer nivel la habitacion principal con vestier y bano. En u",Poblado,3260,Arrendamientos y Avaluos Umbral,,2,6.2021794,-75.565475,LA FLORIDA,,,3221-8440,Casa,Usado,,0,3,1250000000,Suroriente,6,38
Noroccidente,,"cerca colegios / universidades, cerca transporte publico, sobre via secundaria","area lote 62 m2, terraza/balcon ninguno, vigilancia 0","instalacion de gas natural, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, tipo de piso en estudio ceramica, vista exterior",,62,2,Entre 10 y 20 años,venta,3,Medellin,"3 alcobas, 2 baños, sala, comedor, red de gas, patio, parqueadero, pisos cerámica,  cocina abierta. 2 baños completos, 2 closet. Alcoba principal con baño y closet, 2 alcobas familiares, muy iluminada, propiedad horizontal. Venta de Casa primer piso, barrio Santa Lucia cerca a los Bomberos o estación del metro de Santa Lucia.",Santa Lucía,3477,Arrendamientos Merino Hermanos y Cia Ltda,,1,6.256032,-75.60772,SANTA LUCIA,,,5076-208539,Casa,Usado,,0,3,290000000,Noroccidente,3,35
Suroriente,1300000,zona para ninos,"area lote 432 m2, terraza/balcon balcon, vigilancia 24hrs","comedor auxiliar, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas marmol, tipo de piso en estudio marmol, vista exterior","cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico, sobre via principal",0,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"PADS te presenta esta espectacular casa ubicada en uno de los mejores sectores del Poblado, muy cerca al centro comercial el Tesoro, al Mall del Este, al Mall Platinum y a grandes servicios de uso frecuente, como gimnasios, restaurantes, iglesia y supermercados. La casa tiene dos niveles, 5 habitaciones muy iluminadas, salón y comedor independientes, espacio para una gran biblioteca. Para mayor información visita nuestra pagina web con el código 4719",EL TESORO,2478,PADS,,3,6.195713,-75.5592,LOS NARANJOS,,,847-4719,Casa,Usado,13000000,13000000,5,2000000000,Suroriente,6,38
Suroriente,,,,"citofonos, cuarto de servicio, estudio o biblioteca, hall de alcobas, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor comedor independiente, tipo acabado de piso porcelanato",,360,5,Entre 10 y 20 años,venta,3,Medellin,"Venta de casa en unidad cerrada,remodelada,hermosa,tiene 4 alcobas con baño y vestier mas alcoba de servicio,gran jardín con pared de agua,3 salas,comedor,parqueadero para 4 carros.",EL POBLADO,4840,DUQUE GIRALDO Y CIA,,4,6.1835213,-75.55949,LOS BALSOS No.1,,,10280-V147780,Casa,Usado,,0,5,930000000,Suroriente,6,38
Suroriente,1000000,zonas verdes,"area lote 630 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","citofonos, comedor auxiliar, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, jacuzzi, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 2, calentador gas, tipo de casa tradicional, tipo de cocina otra, tipo de comedor comedor independiente, tipo de estufa gas, tipo acabado de piso madera, vista interior",,345,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada en el sector altos del poblado, facil acceso desde las palmas. Cerca a la iglesia del padre marianito y al restaurante chuscalito. Piso en madera, dos niveles, puerta de seguridad, hall de acceso, sala y comedor independientes, comedor auxiliar, estudio, estar de tv, 4 alcobas mas la de servicio con baño en cada una, balcon y terraza, parqueaderos cubiertos. Cuenta con zonas, vigilancia 24 horas, citofonia y circuito cerrado de tv",el poblado,2669,PROINTEGRAL SA,,2,6.212047,-75.55456,ALTOS DEL POBLADO,,,687-M2698836,Casa,Usado,12000000,12000000,4,1850000000,Suroriente,6,38
Noroccidente,,"cerca centros comerciales, cerca colegios / universidades, cerca supermercados, cerca transporte publico, sobre via secundaria","area lote 144 m2, terraza/balcon ninguno, vigilancia 0","cuarto de servicio, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso baldosa, tipo de piso en alcobas baldosa, tipo de piso en estudio baldosa",,144,5,Entre 10 y 20 años,venta,3,Medellin,"Mattis Inmobiliaria te invita a conocer enigmática y elegante construcción tradicional de 144 metros con 5 habitaciones de amplio espacio y comodidad interior,  baños, cocina integral, sala comedor con espacios para compartir en familia, zona de ropas, cuenta con el beneficio de la luz natural, iluminación que armoniza con tu estilo de vida, garaje cubierto, y patio. Contáctanos para brindarte toda la información de esta propiedad.",Laureles,2969,INMOBILIARIA MATTIS,,1,6.238974,-75.60069,LAS ACACIAS,,,3267-11855,Casa,Usado,,0,5,800000000,Noroccidente,5,35
Suroriente,0,,"area lote 410 m2, circuito cerrado de tv, vigilancia 12hrs","aire acondicionado, alarma, citofonos, parqueadero cubierto, tipo de casa tradicional, tipo de cocina otra, tipo de parqueadero independiente, tipo acabado de piso ceramica, vista exterior",,346,5,Entre 10 y 20 años,venta,3,Medellin,"Casa Comercial en sector Patio Bonito con acceso directo desde las Vegas, a dos cuadras del Inem del Poblado y el Politecnico. Gran variedad de servicios complementarios, rutas de transporte publico y estacion del metro cerca. Piso en ceramica, dos niveles, veinte espacios, baños privados, cocineta, cableado de red, techo cielo raso, aire acondicionado privado y arqueaderos independientes cubiertos. Cuenta con auditorio, vigilancia 12 horas, citofonia, circuito cerrado de tv y alarma.",EL POBLADO,2669,PROINTEGRAL SA,,4,6.2099214,-75.57433,ASTORGA,,,687-M2698776,Casa,Usado,0,0,5,2500000000,Suroriente,6,38
Suroriente,1050000,,"area lote 580 m2, area terraza/balcon 1 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","alarma, citofonos, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, zona de lavanderia, instalacion de gas natural, closets 2, calentador gas, tipo de casa condominio, tipo de cocina otra, tipo de comedor comedor independiente, tipo de estufa gas, tipo acabado de piso marmol, vista exterior",,580,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada en la parte alta de los Balsos y con facil acceso al colegio Manzanares, entorno muy tranquilo y campestre. de poco flujo vehicular y transito de solo residentes. Piso en marmol y madera, dos niveles, hall de acceso, sala y comedor independiente, estudio, biblioteca, estar de tv. 4 alcobas mas la de servicio con baño en cada una, cocina integral muy amplia, balcon y terraza,  parqueaderos independientes (2 cubiertos) y (2 descubiertos).  Parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. ",EL POBLADO,2669,PROINTEGRAL SA,,4,6.177192,-75.55721,SAN LUCAS,,,687-M2696012,Casa,Usado,13500000,13500000,4,2500000000,Suroriente,6,38
Suroriente,520000,"gimnasio, salon comunal, zona para ninos, zonas verdes","area terraza/balcon 0 m2, banos de servicio, circuito cerrado de tv, jardin, piscina, conjunto cerrado, terraza/balcon balcon, vigilancia 24hrs","alarma, citofonos, cocina integral, comedor auxiliar, tipo de cortinas persianas, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, jacuzzi, sauna / turco, zona de lavanderia, fondo 0 m, instalacion de gas natural, closets 2, calentador gas, tipo de casa condominio, tipo de cocina gas, tipo de comedor sala comedor, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas madera, tipo de piso en comedor marmol, tipo de piso en sala marmol, vista exterior",,340,5,Entre 10 y 20 años,venta,3,Medellin,"Casa para venta en unidad cerrada. Cuenta con dos niveles, piso en marmol y madera, 3 alcobas mas la del servicio, baño en cada alcoba, vestier y tina en la principal. Hall de acceso, sala comedor, comedor auxiliar, biblioteca, estar de tv, cocina integral, dos balcones, jardin interior y parqueadero independiente. La unidad cuenta con piscina, sauna, parque para niños, placa polideportiva, zonas verdes, vigilancia, citofonia, porteria 24 horas, circuito cerrado de tv y alarma.",EL POBLADO,2669,PROINTEGRAL SA,,4,6.201524,-75.572174,EL POBLADO,,,687-1493108,Casa,Usado,0,0,4,1100000000,Suroriente,6,38
Noroccidente,0,,area terraza/balcon,"zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro, vista exterior",,400,5,Entre 10 y 20 años,venta,3,Medellin,"Casa unifamiliar en dos niveles, remodelada y con excelente ubicacion, cerca a Iglesia San Clemente",Los Colores,3497,URIVENTAS S.A.S,,2,6.265031,-75.593025,LOS COLORES,,,4855-7647,Casa,Usado,0,0,5,1250000000,Noroccidente,5,35
Noroccidente,0,,"cerca centros comerciales, cerca colegios / universidades, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria","parqueadero cubierto, zona de lavanderia, closets 3, tipo de casa tradicional, tipo de comedor comedor independiente, tipo de parqueadero propio, vista exterior",,210,3,Más de 20 años,venta,3,Medellin,"amplio primer piso de estado tradicional  en propiedad horizontal, para vivienda o para uso empresarial, cuanta con garaje doble, sala, comedor, patio amplio, 4 alcobas, una de ellas en segundo piso en la parte de atrás , 3 baños. y cocina sencilla. Ubicada cerca a la 80 en la floresta y la av San Juan .",LA FLORESTA,4754,CON PROPIEDAD RAIZ,,2,6.256943,-75.59789,LA FLORESTA,,,911-M2521953,Casa,Usado,0,0,4,430000000,Noroccidente,4,35
,0,zonas verdes,"area lote 500 m2, area terraza/balcon 1 m2, circuito cerrado de tv, jardin, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","citofonos, estudio o biblioteca, parqueadero cubierto, hall de alcobas, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 1, calentador gas, tipo de casa tradicional, tipo de comedor sala comedor, deposito 0, tipo de estufa gas, tipo de parqueadero comunal, tipo acabado de piso ceramica, tipo de piso en alcobas ceramica, vista exterior",,500,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"Casa independiente  en el  sector La Aguacatala, cerca a la estación del metro y Eafit, de fácil acceso desde las Vegas y/o Av Regional. Ambiente tranquilo y calle de poco tránsito, solo residentes. Piso en ceramica, puerta de seguridad, hall de acceso, sala comedor, estudio, biblioteca, estar de tv, 13 alcobas con baño en cada una, cocina integral, balcón y terraza, parqueaderos cubiertos y descubiertos. Cuenta con zonas verdes y circuito cerrado de tv.   ",EL POBLADO,2669,PROINTEGRAL SA,,4,6.197572,-75.58149,EL POBLADO,,,687-M2675187,Casa,Usado,16000000,16000000,5,3120000000,,0,
Nororiente,720000,"salon comunal, zona para ninos, zonas verdes","area lote 268 m2, area terraza/balcon 1 m2, circuito cerrado de tv, jardin, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","cuarto de servicio, estudio o biblioteca, parqueadero cubierto, hall de alcobas, puerta seguridad, zona de lavanderia, instalacion de gas natural, closets 1, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero independiente, tipo acabado de piso marmol, tipo de piso en alcobas marmol, vista exterior","cerca supermercados, cerca transporte publico, sobre via principal",268,5,Entre 10 y 20 años,Venta y Arriendo,3,Medellin,"Casa en unidad cerrada en las Palmas muy cerca al Country Club, facil acceso desde via principal y rutas de transporte publico. Entorno muy tranquilo, poco flujo vehicular y transito de solo residentes. Piso en marmol, dos niveles, sala y comedor independientes, estudio, estar de tv. 4 alcobas con baño en cada una,  cocina integral, balcon, terraza interna con jardin. Parqueaderos independientes cubiertos. Parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv.   
Ver más inmuebles similares en  www prointegral com  ",EL POBLADO,2669,PROINTEGRAL SA,,2,6.214312,-75.5592,ASOMADERA No.2,,,687-M2483595,Casa,Usado,5000000,5000000,4,995000000,Nororiente,6,36
Suroriente,600000,"cancha(s) de basket, cancha(s) de futbol, salon comunal, zona para ninos, zonas verdes","area lote 171 m2, area terraza/balcon 1 m2, circuito cerrado de tv, piscina, conjunto cerrado, numero de ascensores 0, terraza/balcon terraza, vigilancia 24hrs","citofonos, cuarto de servicio, parqueadero cubierto, hall de alcobas, puerta seguridad, sauna / turco, zona de lavanderia, instalacion de gas natural, closets 2, numero de lineas telefonicas 0, calentador gas, tipo de casa condominio, tipo de comedor comedor independiente, deposito 0, tipo de estufa gas, tipo acabado de piso marmol, tipo de piso en alcobas madera",cerca transporte publico,171,4,Más de 20 años,venta,3,Medellin,"Casa en unidad cerrada sector los Naranjos con fácil salida a servicios complementarios en la visitación y el tesoro, entorno muy tranquilo y natural. Rutas de transporte publico. Piso en mármol y madera, dos niveles, puerta de seguridad, sala y comedor independientes, estar de tv, 3 alcobas con baño en la principal y vestier, cocina integral tipo americano, alcoba de servicio, baño de servicio, antejardín, patio, parqueaderos cubiertos privados. Unidad con piscina, salón social, sauna, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. ",LOMA LOS GONZALES,2669,PROINTEGRAL SA,,2,6.195928,-75.5635,LOS NARANJOS,,,687-M2729957,Casa,Usado,0,0,3,900000000,Suroriente,6,38
Noroccidente,0,"cerca colegios / universidades, cerca supermercados, cerca transporte publico, sobre via secundaria",vista panoramica,"zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de cocina abierta, tipo de comedor sala comedor, tipo de estufa gas, tipo de parqueadero comunal, tipo acabado de piso ceramica, vista interior",,92,2,Entre 0 y 5 años,venta,3,Medellin,"CASA EN VENTA DE TRES NIVELES UBICADA EN ROBLEDO LA CAMPIÑA , EXCELENTE RUTA DE TRANSPORTES ",ROBLEDO LA CAMPIÑA,5416,INVERSIONES Y CONSULTORIAS INMOBILIARIAS SAS,,1,6.278985,-75.598305,URBANIZACION MANESA,,,11671-M2730157,Casa,Usado,0,0,5,170000000,Noroccidente,3,35
Suroriente,650000,"salon comunal, zonas verdes","area lote 230 m2, area terraza/balcon 20 m2, circuito cerrado de tv, conjunto cerrado, numero de ascensores 0, terraza/balcon balcon, vigilancia 24hrs","apto para ninos, citofonos, comedor auxiliar, cuarto de servicio, estudio o biblioteca, parqueadero cubierto, equipado / amoblado, zona de lavanderia, instalacion de gas natural, closets 4, numero de lineas telefonicas 1, calentador gas, tipo de casa condominio, tipo de cocina otra, tipo de comedor comedor independiente, deposito 1, tipo de estufa gas, tipo de parqueadero propio, tipo acabado de piso otro, tipo de piso en alcobas otro, tipo de piso en comedor otro, tipo de piso en estudio otro, tipo de piso en sala otro, vista interior","cerca centros comerciales, cerca parques, cerca supermercados, cerca transporte publico, sobre via secundaria",280,5,Más de 20 años,venta,3,Medellin,"Casa de 280 mts en el Poblado con tres alcobas cada una con baño y vestier, amplia biblioteca y estudio con balcón , amplia cocina, alcoba de servicio, garaje para 4 Vehículos , salón para gimnasio , y cuarto útil, Sector oriental de los Parras, cerca al Centro Comercial el tesoro y viscaya",LA VISITACION,5319,GRUGES INMOBILIARIO,,4,6.201851,-75.56068,EL TESORO,,,11318-M2694111,Casa,Usado,0,0,4,920000000,Suroriente,6,38
Otros,850000,zonas verdes,"jardin, vista panoramica, conjunto cerrado, terraza/balcon terraza, vigilancia 24hrs","alarma, calefaccion, chimenea, citofonos, comedor auxiliar, cuarto de servicio, estudio o biblioteca, zona de lavanderia, instalacion de gas natural, tipo de casa tradicional, tipo de comedor sala comedor, tipo acabado de piso otro, tipo de piso en alcobas otro",,403,4,Entre 5 y 10 años,venta,3,Medellin,"Casa Campestre en Venta en la Palmas Medellín  A tan solo 10 minutos de San Diego, con linda vista, unidad de casas campestres con lotes independientes, 2 salas amplias, biblioteca, 3 terrazas, come3dor 5 alcobas 3 con baño privado, cocina integral abierta, zona de lavanderia indepedndiente, alcoba de servicio con baño, las áreas sociales con salida al deck y a los jardines, garaje privados para 4 carros  Zona de alta Valorizació",El Poblado,5319,GRUGES INMOBILIARIO,,4,6.213287,-75.576256,EL POBLADO,,,11318-3108798,Casa,Usado,,0,5,3300000000,Otros,null,102
